,RATING
6762,3.6
6763,4.0
6764,4.0
6765,4.0
6766,4.0
6767,4.0
6768,4.2
6769,3.8
6770,4.4
6771,4.0
6772,3.4
6773,3.8
6774,4.0
6775,4.0
6776,3.4
6777,4.2
6778,3.6
6779,3.0
6780,3.8
6781,4.0
6782,3.8
6783,4.0
6784,4.0
6785,4.6
6786,4.0
6787,2.4
6788,4.0
6789,3.6
6790,4.2
6791,4.0
6792,3.2
6793,3.4
6794,4.2
6795,3.8
6796,4.2
6797,4.0
6798,3.6
6799,3.6
6800,3.8
6801,4.0
6802,4.0
6803,3.8
6804,4.2
6805,3.6
6806,4.2
6807,4.0
6808,4.2
6809,4.0
6810,3.6
6811,4.2
6812,4.0
6813,4.0
6814,3.0
6815,3.8
6816,4.4
6817,4.2
6818,4.0
6819,2.8
6820,3.8
6821,2.8
6822,3.6
6823,4.0
6824,4.0
6825,4.0
6826,4.0
6827,4.0
6828,4.2
6829,3.8
6830,4.4
6831,4.0
6832,3.4
6833,3.8
6834,4.0
6835,4.0
6836,3.4
6837,4.2
6838,3.6
6839,3.0
6840,3.8
6841,4.0
6842,3.8
6843,4.0
6844,4.0
6845,4.6
6846,4.0
6847,2.4
6848,4.0
6849,3.6
6850,4.2
6851,4.0
6852,3.2
6853,3.4
6854,4.2
6855,3.8
6856,4.2
6857,4.0
6858,3.6
6859,3.6
6860,3.8
6861,4.0
6862,4.0
6863,3.8
6864,4.2
6865,3.6
6866,4.2
6867,4.0
6868,4.2
6869,4.0
6870,3.6
6871,4.2
6872,4.0
6873,4.0
6874,3.0
6875,3.8
6876,4.4
6877,4.2
6878,4.0
6879,2.8
6880,3.8
6881,2.8
6882,3.6
6883,4.0
6884,4.0
6885,4.0
6886,4.0
6887,4.0
6888,4.2
6889,3.8
6890,4.4
6891,4.0
6892,3.4
6893,3.8
6894,4.0
6895,4.0
6896,3.4
6897,4.2
6898,3.6
6899,3.0
6900,3.8
6901,4.0
6902,3.8
6903,4.0
6904,4.0
6905,4.6
6906,4.0
6907,2.4
6908,4.0
6909,3.6
6910,4.2
6911,4.0
6912,3.2
6913,3.4
6914,4.2
6915,3.8
6916,4.2
6917,4.0
6918,3.6
6919,3.6
6920,3.8
6921,4.0
6922,4.0
6923,3.8
6924,4.2
6925,3.6
6926,4.2
6927,4.0
6928,4.2
6929,4.0
6930,3.6
6931,4.2
6932,4.0
6933,4.0
6934,3.0
6935,3.8
6936,4.4
6937,4.2
6938,4.0
6939,2.8
6940,3.8
6941,2.8
6942,3.6
6943,4.0
6944,4.0
6945,4.0
6946,4.0
6947,4.0
6948,4.2
6949,3.8
6950,4.4
6951,4.0
6952,3.4
6953,3.8
6954,4.0
6955,4.0
6956,3.4
6957,4.2
6958,3.6
6959,3.0
6960,3.8
6961,4.0
6962,3.8
6963,4.0
6964,4.0
6965,4.6
6966,4.0
6967,2.4
6968,4.0
6969,3.6
6970,4.2
6971,4.0
6972,3.2
6973,3.4
6974,4.2
6975,3.8
6976,4.2
6977,4.0
6978,3.6
6979,3.6
6980,3.8
6981,4.0
6982,4.0
6983,3.8
6984,4.2
6985,3.6
6986,4.2
6987,4.0
6988,4.2
6989,4.0
6990,3.6
6991,4.2
6992,4.0
6993,4.0
6994,3.0
6995,3.8
6996,4.4
6997,4.2
6998,4.0
6999,2.8
7000,3.8
7001,2.8
7002,3.6
7003,4.0
7004,4.0
7005,4.0
7006,4.0
7007,4.0
7008,4.2
7009,3.8
7010,4.4
7011,4.0
7012,3.4
7013,3.8
7014,4.0
7015,4.0
7016,3.4
7017,4.2
7018,3.6
7019,3.0
7020,3.8
7021,4.0
7022,3.8
7023,4.0
7024,4.0
7025,4.6
7026,4.0
7027,2.4
7028,4.0
7029,3.6
7030,4.2
7031,4.0
7032,3.2
7033,3.4
7034,4.2
7035,3.8
7036,4.2
7037,4.0
7038,3.6
7039,3.6
7040,3.8
7041,4.0
7042,4.0
7043,3.8
7044,4.2
7045,3.6
7046,4.2
7047,4.0
7048,4.2
7049,4.0
7050,3.6
7051,4.2
7052,4.0
7053,4.0
7054,3.0
7055,3.8
7056,4.4
7057,4.2
7058,4.0
7059,2.8
7060,3.8
7061,2.8
7062,3.6
7063,4.0
7064,4.0
7065,4.0
7066,4.0
7067,4.0
7068,4.2
7069,3.8
7070,4.4
7071,4.0
7072,3.4
7073,3.8
7074,4.0
7075,4.0
7076,3.4
7077,4.2
7078,3.6
7079,3.0
7080,3.8
7081,4.0
7082,3.8
7083,4.0
7084,4.0
7085,4.6
7086,4.0
7087,2.4
7088,4.0
7089,3.6
7090,4.2
7091,4.0
7092,3.2
7093,3.4
7094,4.2
7095,3.8
7096,4.2
7097,4.0
7098,3.6
7099,3.6
7100,3.8
7101,4.0
7102,4.0
7103,3.8
7104,4.2
7105,3.6
7106,4.2
7107,4.0
7108,4.2
7109,4.0
7110,3.6
7111,4.2
7112,4.0
7113,4.0
7114,3.0
7115,3.8
7116,4.4
7117,4.2
7118,4.0
7119,2.8
7120,3.8
7121,2.8
7122,3.6
7123,4.0
7124,4.0
7125,4.0
7126,4.0
7127,4.0
7128,4.2
7129,3.8
7130,4.4
7131,4.0
7132,3.4
7133,3.8
7134,4.0
7135,4.0
7136,3.4
7137,4.2
7138,3.6
7139,3.0
7140,3.8
7141,4.0
7142,3.8
7143,4.0
7144,4.0
7145,4.6
7146,4.0
7147,2.4
7148,4.0
7149,3.6
7150,4.2
7151,4.0
7152,3.2
7153,3.4
7154,4.2
7155,3.8
7156,4.2
7157,4.0
7158,3.6
7159,3.6
7160,3.8
7161,4.0
7162,4.0
7163,3.8
7164,4.2
7165,3.6
7166,4.2
7167,4.0
7168,4.2
7169,4.0
7170,3.6
7171,4.2
7172,4.0
7173,4.0
7174,3.0
7175,3.8
7176,4.4
7177,4.2
7178,4.0
7179,2.8
7180,3.8
7181,2.8
7182,3.6
7183,4.0
7184,4.0
7185,4.0
7186,4.0
7187,4.0
7188,4.2
7189,3.8
7190,4.4
7191,4.0
7192,3.4
7193,3.8
7194,4.0
7195,4.0
7196,3.4
7197,4.2
7198,3.6
7199,3.0
7200,3.8
7201,4.0
7202,3.8
7203,4.0
7204,4.0
7205,4.6
7206,4.0
7207,2.4
7208,4.0
7209,3.6
7210,4.2
7211,4.0
7212,3.2
7213,3.4
7214,4.2
7215,3.8
7216,4.2
7217,4.0
7218,3.6
7219,3.6
7220,3.8
7221,4.0
7222,4.0
7223,3.8
7224,4.2
7225,3.6
7226,4.2
7227,4.0
7228,4.2
7229,4.0
7230,3.6
7231,4.2
7232,4.0
7233,4.0
7234,3.0
7235,3.8
7236,4.4
7237,4.2
7238,4.0
7239,2.8
7240,3.8
7241,2.8
7242,3.6
7243,4.0
7244,4.0
7245,4.0
7246,4.0
7247,4.0
7248,4.2
7249,3.8
7250,4.4
7251,4.0
7252,3.4
7253,3.8
7254,4.0
7255,4.0
7256,3.4
7257,4.2
7258,3.6
7259,3.0
7260,3.8
7261,4.0
7262,3.8
7263,4.0
7264,4.0
7265,4.6
7266,4.0
7267,2.4
7268,4.0
7269,3.6
7270,4.2
7271,4.0
7272,3.2
7273,3.4
7274,4.2
7275,3.8
7276,4.2
7277,4.0
7278,3.6
7279,3.6
7280,3.8
7281,4.0
7282,4.0
7283,3.8
7284,4.2
7285,3.6
7286,4.2
7287,4.0
7288,4.2
7289,4.0
7290,3.6
7291,4.2
7292,4.0
7293,4.0
7294,3.0
7295,3.8
7296,4.4
7297,4.2
7298,4.0
7299,2.8
7300,3.8
7301,2.8
7302,3.6
7303,4.0
7304,4.0
7305,4.0
7306,4.0
7307,4.0
7308,4.2
7309,3.8
7310,4.4
7311,4.0
7312,3.4
7313,3.8
7314,4.0
7315,4.0
7316,3.4
7317,4.2
7318,3.6
7319,3.0
7320,3.8
7321,4.0
7322,3.8
7323,4.0
7324,4.0
7325,4.6
7326,4.0
7327,2.4
7328,4.0
7329,3.6
7330,4.2
7331,4.0
7332,3.2
7333,3.4
7334,4.2
7335,3.8
7336,4.2
7337,4.0
7338,3.6
7339,3.6
7340,3.8
7341,4.0
7342,4.0
7343,3.8
7344,4.2
7345,3.6
7346,4.2
7347,4.0
7348,4.2
7349,4.0
7350,3.6
7351,4.2
7352,4.0
7353,4.0
7354,3.0
7355,3.8
7356,4.4
7357,4.2
7358,4.0
7359,2.8
7360,3.8
7361,2.8
7362,3.6
7363,4.0
7364,4.0
7365,4.0
7366,4.0
7367,4.0
7368,4.2
7369,3.8
7370,4.4
7371,4.0
7372,3.4
7373,3.8
7374,4.0
7375,4.0
7376,3.4
7377,4.2
7378,3.6
7379,3.0
7380,3.8
7381,4.0
7382,3.8
7383,4.0
7384,4.0
7385,4.6
7386,4.0
7387,2.4
7388,4.0
7389,3.6
7390,4.2
7391,4.0
7392,3.2
7393,3.4
7394,4.2
7395,3.8
7396,4.2
7397,4.0
7398,3.6
7399,3.6
7400,3.8
7401,4.0
7402,4.0
7403,3.8
7404,4.2
7405,3.6
7406,4.2
7407,4.0
7408,4.2
7409,4.0
7410,3.6
7411,4.2
7412,4.0
7413,4.0
7414,3.0
7415,3.8
7416,4.4
7417,4.2
7418,4.0
7419,2.8
7420,3.8
7421,2.8
7422,3.6
7423,4.0
7424,4.0
7425,4.0
7426,4.0
7427,4.0
7428,4.2
7429,3.8
7430,4.4
7431,4.0
7432,3.4
7433,3.8
7434,4.0
7435,4.0
7436,3.4
7437,4.2
7438,3.6
7439,3.0
7440,3.8
7441,4.0
7442,3.8
7443,4.0
7444,4.0
7445,4.6
7446,4.0
7447,2.4
7448,4.0
7449,3.6
7450,4.2
7451,4.0
7452,3.2
7453,3.4
7454,4.2
7455,3.8
7456,4.2
7457,4.0
7458,3.6
7459,3.6
7460,3.8
7461,4.0
7462,4.0
7463,3.8
7464,4.2
7465,3.6
7466,4.2
7467,4.0
7468,4.2
7469,4.0
7470,3.6
7471,4.2
7472,4.0
7473,4.0
7474,3.0
7475,3.8
7476,4.4
7477,4.2
7478,4.0
7479,2.8
7480,3.8
7481,2.8
7482,3.6
7483,4.0
7484,4.0
7485,4.0
7486,4.0
7487,4.0
7488,4.2
7489,3.8
7490,4.4
7491,4.0
7492,3.4
7493,3.8
7494,4.0
7495,4.0
7496,3.4
7497,4.2
7498,3.6
7499,3.0
7500,3.8
7501,4.0
7502,3.8
7503,4.0
7504,4.0
7505,4.6
7506,4.0
7507,2.4
7508,4.0
7509,3.6
7510,4.2
7511,4.0
7512,3.2
7513,3.4
7514,4.2
7515,3.8
7516,4.2
7517,4.0
7518,3.6
7519,3.6
7520,3.8
7521,4.0
7522,4.0
7523,3.8
7524,4.2
7525,3.6
7526,4.2
7527,4.0
7528,4.2
7529,4.0
7530,3.6
7531,4.2
7532,4.0
7533,4.0
7534,3.0
7535,3.8
7536,4.4
7537,4.2
7538,4.0
7539,2.8
7540,3.8
7541,2.8
7542,3.6
7543,4.0
7544,4.0
7545,4.0
7546,4.0
7547,4.0
7548,4.2
7549,3.8
7550,4.4
7551,4.0
7552,3.4
7553,3.8
7554,4.0
7555,4.0
7556,3.4
7557,4.2
7558,3.6
7559,3.0
7560,3.8
7561,4.0
7562,3.8
7563,4.0
7564,4.0
7565,4.6
7566,4.0
7567,2.4
7568,4.0
7569,3.6
7570,4.2
7571,4.0
7572,3.2
7573,3.4
7574,4.2
7575,3.8
7576,4.2
7577,4.0
7578,3.6
7579,3.6
7580,3.8
7581,4.0
7582,4.0
7583,3.8
7584,4.2
7585,3.6
7586,4.2
7587,4.0
7588,4.2
7589,4.0
7590,3.6
7591,4.2
7592,4.0
7593,4.0
7594,3.0
7595,3.8
7596,4.4
7597,4.2
7598,4.0
7599,2.8
7600,3.8
7601,2.8
7602,3.6
7603,4.0
7604,4.0
7605,4.0
7606,4.0
7607,4.0
7608,4.2
7609,3.8
7610,4.4
7611,4.0
7612,3.4
7613,3.8
7614,4.0
7615,4.0
7616,3.4
7617,4.2
7618,3.6
7619,3.0
7620,3.8
7621,4.0
7622,3.8
7623,4.0
7624,4.0
7625,4.6
7626,4.0
7627,2.4
7628,4.0
7629,3.6
7630,4.2
7631,4.0
7632,3.2
7633,3.4
7634,4.2
7635,3.8
7636,4.2
7637,4.0
7638,3.6
7639,3.6
7640,3.8
7641,4.0
7642,4.0
7643,3.8
7644,4.2
7645,3.6
7646,4.2
7647,4.0
7648,4.2
7649,4.0
7650,3.6
7651,4.2
7652,4.0
7653,4.0
7654,3.0
7655,3.8
7656,4.4
7657,4.2
7658,4.0
7659,2.8
7660,3.8
7661,2.8
7662,3.6
7663,4.0
7664,4.0
7665,4.0
7666,4.0
7667,4.0
7668,4.2
7669,3.8
7670,4.4
7671,4.0
7672,3.4
7673,3.8
7674,4.0
7675,4.0
7676,3.4
7677,4.2
7678,3.6
7679,3.0
7680,3.8
7681,4.0
7682,3.8
7683,4.0
7684,4.0
7685,4.6
7686,4.0
7687,2.4
7688,4.0
7689,3.6
7690,4.2
7691,4.0
7692,3.2
7693,3.4
7694,4.2
7695,3.8
7696,4.2
7697,4.0
7698,3.6
7699,3.6
7700,3.8
7701,4.0
7702,4.0
7703,3.8
7704,4.2
7705,3.6
7706,4.2
7707,4.0
7708,4.2
7709,4.0
7710,3.6
7711,4.2
7712,4.0
7713,4.0
7714,3.0
7715,3.8
7716,4.4
7717,4.2
7718,4.0
7719,2.8
7720,3.8
7721,2.8
7722,3.6
7723,4.0
7724,4.0
7725,4.0
7726,4.0
7727,4.0
7728,4.2
7729,3.8
7730,4.4
7731,4.0
7732,3.4
7733,3.8
7734,4.0
7735,4.0
7736,3.4
7737,4.2
7738,3.6
7739,3.0
7740,3.8
7741,4.0
7742,3.8
7743,4.0
7744,4.0
7745,4.6
7746,4.0
7747,2.4
7748,4.0
7749,3.6
7750,4.2
7751,4.0
7752,3.2
7753,3.4
7754,4.2
7755,3.8
7756,4.2
7757,4.0
7758,3.6
7759,3.6
7760,3.8
7761,4.0
7762,4.0
7763,3.8
7764,4.2
7765,3.6
7766,4.2
7767,4.0
7768,4.2
7769,4.0
7770,3.6
7771,4.2
7772,4.0
7773,4.0
7774,3.0
7775,3.8
7776,4.4
7777,4.2
7778,4.0
7779,2.8
7780,3.8
7781,2.8
7782,3.6
7783,4.0
7784,4.0
7785,4.0
7786,4.0
7787,4.0
7788,4.2
7789,3.8
7790,4.4
7791,4.0
7792,3.4
7793,3.8
7794,4.0
7795,4.0
7796,3.4
7797,4.2
7798,3.6
7799,3.0
7800,3.8
7801,4.0
7802,3.8
7803,4.0
7804,4.0
7805,4.6
7806,4.0
7807,2.4
7808,4.0
7809,3.6
7810,4.2
7811,4.0
7812,3.2
7813,3.4
7814,4.2
7815,3.8
7816,4.2
7817,4.0
7818,3.6
7819,3.6
7820,3.8
7821,4.0
7822,4.0
7823,3.8
7824,4.2
7825,3.6
7826,4.2
7827,4.0
7828,4.2
7829,4.0
7830,3.6
7831,4.2
7832,4.0
7833,4.0
7834,3.0
7835,3.8
7836,4.4
7837,4.2
7838,4.0
7839,2.8
7840,3.8
7841,2.8
7842,3.6
7843,4.0
7844,4.0
7845,4.0
7846,4.0
7847,4.0
7848,4.2
7849,3.8
7850,4.4
7851,4.0
7852,3.4
7853,3.8
7854,4.0
7855,4.0
7856,3.4
7857,4.2
7858,3.6
7859,3.0
7860,3.8
7861,4.0
7862,3.8
7863,4.0
7864,4.0
7865,4.6
7866,4.0
7867,2.4
7868,4.0
7869,3.6
7870,4.2
7871,4.0
7872,3.2
7873,3.4
7874,4.2
7875,3.8
7876,4.2
7877,4.0
7878,3.6
7879,3.6
7880,3.8
7881,4.0
7882,4.0
7883,3.8
7884,4.2
7885,3.6
7886,4.2
7887,4.0
7888,4.2
7889,4.0
7890,3.6
7891,4.2
7892,4.0
7893,4.0
7894,3.0
7895,3.8
7896,4.4
7897,4.2
7898,4.0
7899,2.8
7900,3.8
7901,2.8
7902,3.6
7903,4.0
7904,4.0
7905,4.0
7906,4.0
7907,4.0
7908,4.2
7909,3.8
7910,4.4
7911,4.0
7912,3.4
7913,3.8
7914,4.0
7915,4.0
7916,3.4
7917,4.2
7918,3.6
7919,3.0
7920,3.8
7921,4.0
7922,3.8
7923,4.0
7924,4.0
7925,4.6
7926,4.0
7927,2.4
7928,4.0
7929,3.6
7930,4.2
7931,4.0
7932,3.2
7933,3.4
7934,4.2
7935,3.8
7936,4.2
7937,4.0
7938,3.6
7939,3.6
7940,3.8
7941,4.0
7942,4.0
7943,3.8
7944,4.2
7945,3.6
7946,4.2
7947,4.0
7948,4.2
7949,4.0
7950,3.6
7951,4.2
7952,4.0
7953,4.0
7954,3.0
7955,3.8
7956,4.4
7957,4.2
7958,4.0
7959,2.8
7960,3.8
7961,2.8
7962,3.6
7963,4.0
7964,4.0
7965,4.0
7966,4.0
7967,4.0
7968,4.2
7969,3.8
7970,4.4
7971,4.0
7972,3.4
7973,3.8
7974,4.0
7975,4.0
7976,3.4
7977,4.2
7978,3.6
7979,3.0
7980,3.8
7981,4.0
7982,3.8
7983,4.0
7984,4.0
7985,4.6
7986,4.0
7987,2.4
7988,4.0
7989,3.6
7990,4.2
7991,4.0
7992,3.2
7993,3.4
7994,4.2
7995,3.8
7996,4.2
7997,4.0
7998,3.6
7999,3.6
8000,3.8
8001,4.0
8002,4.0
8003,3.8
8004,4.2
8005,3.6
8006,4.2
8007,4.0
8008,4.2
8009,4.0
8010,3.6
8011,4.2
8012,4.0
8013,4.0
8014,3.0
8015,3.8
8016,4.4
8017,4.2
8018,4.0
8019,2.8
8020,3.8
8021,2.8
8022,3.6
8023,4.0
8024,4.0
8025,4.0
8026,4.0
8027,4.0
8028,4.2
8029,3.8
8030,4.4
8031,4.0
8032,3.4
8033,3.8
8034,4.0
8035,4.0
8036,3.4
8037,4.2
8038,3.6
8039,3.0
8040,3.8
8041,4.0
8042,3.8
8043,4.0
8044,4.0
8045,4.6
8046,4.0
8047,2.4
8048,4.0
8049,3.6
8050,4.2
8051,4.0
8052,3.2
8053,3.4
8054,4.2
8055,3.8
8056,4.2
8057,4.0
8058,3.6
8059,3.6
8060,3.8
8061,4.0
8062,4.0
8063,3.8
8064,4.2
8065,3.6
8066,4.2
8067,4.0
8068,4.2
8069,4.0
8070,3.6
8071,4.2
8072,4.0
8073,4.0
8074,3.0
8075,3.8
8076,4.4
8077,4.2
8078,4.0
8079,2.8
8080,3.8
8081,2.8
8082,3.6
8083,4.0
8084,4.0
8085,4.0
8086,4.0
8087,4.0
8088,4.2
8089,3.8
8090,4.4
8091,4.0
8092,3.4
8093,3.8
8094,4.0
8095,4.0
8096,3.4
8097,4.2
8098,3.6
8099,3.0
8100,3.8
8101,4.0
8102,3.8
8103,4.0
8104,4.0
8105,4.6
8106,4.0
8107,2.4
8108,4.0
8109,3.6
8110,4.2
8111,4.0
8112,3.2
8113,3.4
8114,4.2
8115,3.8
8116,4.2
8117,4.0
8118,3.6
8119,3.6
8120,3.8
8121,4.0
8122,4.0
8123,3.8
8124,4.2
8125,3.6
8126,4.2
8127,4.0
8128,4.2
8129,4.0
8130,3.6
8131,4.2
8132,4.0
8133,4.0
8134,3.0
8135,3.8
8136,4.4
8137,4.2
8138,4.0
8139,2.8
8140,3.8
8141,2.8
8142,3.6
8143,4.0
8144,4.0
8145,4.0
8146,4.0
8147,4.0
8148,4.2
8149,3.8
8150,4.4
8151,4.0
8152,3.4
8153,3.8
8154,4.0
8155,4.0
8156,3.4
8157,4.2
8158,3.6
8159,3.0
8160,3.8
8161,4.0
8162,3.8
8163,4.0
8164,4.0
8165,4.6
8166,4.0
8167,2.4
8168,4.0
8169,3.6
8170,4.2
8171,4.0
8172,3.2
8173,3.4
8174,4.2
8175,3.8
8176,4.2
8177,4.0
8178,3.6
8179,3.6
8180,3.8
8181,4.0
8182,4.0
8183,3.8
8184,4.2
8185,3.6
8186,4.2
8187,4.0
8188,4.2
8189,4.0
8190,3.6
8191,4.2
8192,4.0
8193,4.0
8194,3.0
8195,3.8
8196,4.4
8197,4.2
8198,4.0
8199,2.8
8200,3.8
8201,2.8
8202,3.6
8203,4.0
8204,4.0
8205,4.0
8206,4.0
8207,4.0
8208,4.2
8209,3.8
8210,4.4
8211,4.0
8212,3.4
8213,3.8
8214,4.0
8215,4.0
8216,3.4
8217,4.2
8218,3.6
8219,3.0
8220,3.8
8221,4.0
8222,3.8
8223,4.0
8224,4.0
8225,4.6
8226,4.0
8227,2.4
8228,4.0
8229,3.6
8230,4.2
8231,4.0
8232,3.2
8233,3.4
8234,4.2
8235,3.8
8236,4.2
8237,4.0
8238,3.6
8239,3.6
8240,3.8
8241,4.0
8242,4.0
8243,3.8
8244,4.2
8245,3.6
8246,4.2
8247,4.0
8248,4.2
8249,4.0
8250,3.6
8251,4.2
8252,4.0
8253,4.0
8254,3.0
8255,3.8
8256,4.4
8257,4.2
8258,4.0
8259,2.8
8260,3.8
8261,2.8
8262,3.6
8263,4.0
8264,4.0
8265,4.0
8266,4.0
8267,4.0
8268,4.2
8269,3.8
8270,4.4
8271,4.0
8272,3.4
8273,3.8
8274,4.0
8275,4.0
8276,3.4
8277,4.2
8278,3.6
8279,3.0
8280,3.8
8281,4.0
8282,3.8
8283,4.0
8284,4.0
8285,4.6
8286,4.0
8287,2.4
8288,4.0
8289,3.6
8290,4.2
8291,4.0
8292,3.2
8293,3.4
8294,4.2
8295,3.8
8296,4.2
8297,4.0
8298,3.6
8299,3.6
8300,3.8
8301,4.0
8302,4.0
8303,3.8
8304,4.2
8305,3.6
8306,4.2
8307,4.0
8308,4.2
8309,4.0
8310,3.6
8311,4.2
8312,4.0
8313,4.0
8314,3.0
8315,3.8
8316,4.4
8317,4.2
8318,4.0
8319,2.8
8320,3.8
8321,2.8
8322,3.6
8323,4.0
8324,4.0
8325,4.0
8326,4.0
8327,4.0
8328,4.2
8329,3.8
8330,4.4
8331,4.0
8332,3.4
8333,3.8
8334,4.0
8335,4.0
8336,3.4
8337,4.2
8338,3.6
8339,3.0
8340,3.8
8341,4.0
8342,3.8
8343,4.0
8344,4.0
8345,4.6
8346,4.0
8347,2.4
8348,4.0
8349,3.6
8350,4.2
8351,4.0
8352,3.2
8353,3.4
8354,4.2
8355,3.8
8356,4.2
8357,4.0
8358,3.6
8359,3.6
8360,3.8
8361,4.0
8362,4.0
8363,3.8
8364,4.2
8365,3.6
8366,4.2
8367,4.0
8368,4.2
8369,4.0
8370,3.6
8371,4.2
8372,4.0
8373,4.0
8374,3.0
8375,3.8
8376,4.4
8377,4.2
8378,4.0
8379,2.8
8380,3.8
8381,2.8
8382,3.6
8383,4.0
8384,4.0
8385,4.0
8386,4.0
8387,4.0
8388,4.2
8389,3.8
8390,4.4
8391,4.0
8392,3.4
8393,3.8
8394,4.0
8395,4.0
8396,3.4
8397,4.2
8398,3.6
8399,3.0
8400,3.8
8401,4.0
8402,3.8
8403,4.0
8404,4.0
8405,4.6
8406,4.0
8407,2.4
8408,4.0
8409,3.6
8410,4.2
8411,4.0
8412,3.2
8413,3.4
8414,4.2
8415,3.8
8416,4.2
8417,4.0
8418,3.6
8419,3.6
8420,3.8
8421,4.0
8422,4.0
8423,3.8
8424,4.2
8425,3.6
8426,4.2
8427,4.0
8428,4.2
8429,4.0
8430,3.6
8431,4.2
8432,4.0
8433,4.0
8434,3.0
8435,3.8
8436,4.4
8437,4.2
8438,4.0
8439,2.8
8440,3.8
8441,2.8
8442,3.6
8443,4.0
8444,4.0
8445,4.0
8446,4.0
8447,4.0
8448,4.2
8449,3.8
8450,4.4
8451,4.0
8452,3.4
8453,3.8
8454,4.0
8455,4.0
8456,3.4
8457,4.2
8458,3.6
8459,3.0
8460,3.8
8461,4.0
8462,3.8
8463,4.0
8464,4.0
8465,4.6
8466,4.0
8467,2.4
8468,4.0
8469,3.6
8470,4.2
8471,4.0
8472,3.2
8473,3.4
8474,4.2
8475,3.8
8476,4.2
8477,4.0
8478,3.6
8479,3.6
8480,3.8
8481,4.0
8482,4.0
8483,3.8
8484,4.2
8485,3.6
8486,4.2
8487,4.0
8488,4.2
8489,4.0
8490,3.6
8491,4.2
8492,4.0
8493,4.0
8494,3.0
8495,3.8
8496,4.4
8497,4.2
8498,4.0
8499,2.8
8500,3.8
8501,2.8
8502,3.6
8503,4.0
8504,4.0
8505,4.0
8506,4.0
8507,4.0
8508,4.2
8509,3.8
8510,4.4
8511,4.0
8512,3.4
8513,3.8
8514,4.0
8515,4.0
8516,3.4
8517,4.2
8518,3.6
8519,3.0
8520,3.8
8521,4.0
8522,3.8
8523,4.0
8524,4.0
8525,4.6
8526,4.0
8527,2.4
8528,4.0
8529,3.6
8530,4.2
8531,4.0
8532,3.2
8533,3.4
8534,4.2
8535,3.8
8536,4.2
8537,4.0
8538,3.6
8539,3.6
8540,3.8
8541,4.0
8542,4.0
8543,3.8
8544,4.2
8545,3.6
8546,4.2
8547,4.0
8548,4.2
8549,4.0
8550,3.6
8551,4.2
8552,4.0
8553,4.0
8554,3.0
8555,3.8
8556,4.4
8557,4.2
8558,4.0
8559,2.8
8560,3.8
8561,2.8
8562,3.6
8563,4.0
8564,4.0
8565,4.0
8566,4.0
8567,4.0
8568,4.2
8569,3.8
8570,4.4
8571,4.0
8572,3.4
8573,3.8
8574,4.0
8575,4.0
8576,3.4
8577,4.2
8578,3.6
8579,3.0
8580,3.8
8581,4.0
8582,3.8
8583,4.0
8584,4.0
8585,4.6
8586,4.0
8587,2.4
8588,4.0
8589,3.6
8590,4.2
8591,4.0
8592,3.2
8593,3.4
8594,4.2
8595,3.8
8596,4.2
8597,4.0
8598,3.6
8599,3.6
8600,3.8
8601,4.0
8602,4.0
8603,3.8
8604,4.2
8605,3.6
8606,4.2
8607,4.0
8608,4.2
8609,4.0
8610,3.6
8611,4.2
8612,4.0
8613,4.0
8614,3.0
8615,3.8
8616,4.4
8617,4.2
8618,4.0
8619,2.8
8620,3.8
8621,2.8
8622,3.6
8623,4.0
8624,4.0
8625,4.0
8626,4.0
8627,4.0
8628,4.2
8629,3.8
8630,4.4
8631,4.0
8632,3.4
8633,3.8
8634,4.0
8635,4.0
8636,3.4
8637,4.2
8638,3.6
8639,3.0
8640,3.8
8641,4.0
8642,3.8
8643,4.0
8644,4.0
8645,4.6
8646,4.0
8647,2.4
8648,4.0
8649,3.6
8650,4.2
8651,4.0
8652,3.2
8653,3.4
8654,4.2
8655,3.8
8656,4.2
8657,4.0
8658,3.6
8659,3.6
8660,3.8
8661,4.0
8662,4.0
8663,3.8
8664,4.2
8665,3.6
8666,4.2
8667,4.0
8668,4.2
8669,4.0
8670,3.6
8671,4.2
8672,4.0
8673,4.0
8674,3.0
8675,3.8
8676,4.4
8677,4.2
8678,4.0
8679,2.8
8680,3.8
8681,2.8
8682,3.6
8683,4.0
8684,4.0
8685,4.0
8686,4.0
8687,4.0
8688,4.2
8689,3.8
8690,4.4
8691,4.0
8692,3.4
8693,3.8
8694,4.0
8695,4.0
8696,3.4
8697,4.2
8698,3.6
8699,3.0
8700,3.8
8701,4.0
8702,3.8
8703,4.0
8704,4.0
8705,4.6
8706,4.0
8707,2.4
8708,4.0
8709,3.6
8710,4.2
8711,4.0
8712,3.2
8713,3.4
8714,4.2
8715,3.8
8716,4.2
8717,4.0
8718,3.6
8719,3.6
8720,3.8
8721,4.0
8722,4.0
8723,3.8
8724,4.2
8725,3.6
8726,4.2
8727,4.0
8728,4.2
8729,4.0
8730,3.6
8731,4.2
8732,4.0
8733,4.0
8734,3.0
8735,3.8
8736,4.4
8737,4.2
8738,4.0
8739,2.8
8740,3.8
8741,2.8
8742,3.6
8743,4.0
8744,4.0
8745,4.0
8746,4.0
8747,4.0
8748,4.2
8749,3.8
8750,4.4
8751,4.0
8752,3.4
8753,3.8
8754,4.0
8755,4.0
8756,3.4
8757,4.2
8758,3.6
8759,3.0
8760,3.8
